"Timestamp","wmo","name","history_product","local_date_time","local_date_time_full","aifstime_utc","lat","lon","apparent_t","cloud","cloud_base_m","cloud_oktas","cloud_type_id","cloud_type","delta_t","gust_kmh","gust_kt","air_temp","dewpt","press","press_qnh","press_msl","press_tend","rain_trace","rel_hum","sea_state","swell_dir_worded","swell_height","swell_period","vis_km","weather","wind_dir","wind_spd_kmh","wind_spd_kt","extreme_event"
2020-05-26 10:30:00,94866,"Melbourne Airport","IDV60901","26/10:30am","20200526103000",20200526003000,-37.7,144.8,10.5,"Mostly clear",30,1,7,"Stratus",1.8,0,0,11.1,7.4,1025.5,1025.4,1025.5,NA,0,78,NA,NA,-9999,-9999,10,NA,"CALM",0,0,FALSE
2020-05-26 10:00:00,94866,"Melbourne Airport","IDV60901","26/10:00am","20200526100000",20200526000000,-37.7,144.8,7.3,"Mostly clear",30,1,7,"Stratus",1.5,7,4,9,5.7,1025.9,1025.8,1025.9,NA,0,80,NA,NA,-9999,-9999,10,NA,"ENE",4,2,FALSE
2020-05-26 09:30:00,94866,"Melbourne Airport","IDV60901","26/09:30am","20200526093000",20200525233000,-37.7,144.8,4.8,"Mostly clear",30,1,7,"Stratus",1.3,9,5,7.4,4.4,1026.1,1026,1026.1,NA,0,81,NA,NA,-9999,-9999,10,NA,"NNE",7,4,FALSE
2020-05-26 09:00:00,94866,"Melbourne Airport","IDV60901","26/09:00am","20200526090000",20200525230000,-37.7,144.8,3.2,"Mostly clear",0,1,36,NA,0.6,9,5,5.6,4.2,1026.3,1026.2,1026.3,"R",0.2,91,NA,NA,-9999,-9999,15,"Distant fog","NE",6,3,FALSE
2020-05-26 08:30:00,94866,"Melbourne Airport","IDV60901","26/08:30am","20200526083000",20200525223000,-37.7,144.8,0.8,"Mostly clear",30,1,7,"Stratus",0.1,11,6,3.6,3.4,1026.6,1026.5,1026.6,NA,0.2,99,NA,NA,-9999,-9999,10,"Fog patches","NNE",7,4,FALSE
2020-05-26 08:26:00,94866,"Melbourne Airport","IDV60901","26/08:26am","20200526082600",20200525222600,-37.7,144.8,1.2,"Mostly clear",30,1,7,"Stratus",0.1,11,6,3.7,3.5,1026.6,1026.5,1026.6,NA,0.2,99,NA,NA,-9999,-9999,7,"Fog","NE",6,3,TRUE
2020-05-26 08:00:00,94866,"Melbourne Airport","IDV60901","26/08:00am","20200526080000",20200525220000,-37.7,144.8,-0.1,"Mostly clear",30,1,7,"Stratus",0,9,5,2.8,2.8,1026,1025.9,1026,NA,0.2,100,NA,NA,-9999,-9999,5,NA,"NE",7,4,FALSE
2020-05-26 07:48:00,94866,"Melbourne Airport","IDV60901","26/07:48am","20200526074800",20200525214800,-37.7,144.8,-0.8,"Partly cloudy",30,3,-9999,NA,0,11,6,2.5,2.5,1025.8,1025.7,1025.8,NA,0.2,100,NA,NA,-9999,-9999,3,"Fog","NNE",9,5,TRUE
2020-05-26 07:42:00,94866,"Melbourne Airport","IDV60901","26/07:42am","20200526074200",20200525214200,-37.7,144.8,-0.4,"Partly cloudy",30,5,-9999,NA,0,11,6,2.5,2.5,1025.7,1025.6,1025.7,NA,0.2,100,NA,NA,-9999,-9999,2,"Fog","NNE",7,4,TRUE
2020-05-26 07:35:00,94866,"Melbourne Airport","IDV60901","26/07:35am","20200526073500",20200525213500,-37.7,144.8,-0.3,"Cloudy",30,8,-9999,NA,0,9,5,2.6,2.6,1025.9,1025.8,1025.9,NA,0.2,100,NA,NA,-9999,-9999,0.8,"Fog","NNE",7,4,TRUE
2020-05-26 07:30:00,94866,"Melbourne Airport","IDV60901","26/07:30am","20200526073000",20200525213000,-37.7,144.8,0.1,"Cloudy",60,8,-9999,NA,0,9,5,2.9,2.9,1025.9,1025.8,1025.9,NA,0.2,100,NA,NA,-9999,-9999,0.3,"Fog","N",7,4,FALSE
2020-05-26 07:00:00,94866,"Melbourne Airport","IDV60901","26/07:00am","20200526070000",20200525210000,-37.7,144.8,0.4,"Cloudy",60,8,-9999,NA,0.1,11,6,3.2,3,1025.9,1025.8,1025.9,NA,0,99,NA,NA,-9999,-9999,0.4,NA,"N",7,4,FALSE
2020-05-26 06:42:00,94866,"Melbourne Airport","IDV60901","26/06:42am","20200526064200",20200525204200,-37.7,144.8,-0.2,"Cloudy",30,8,-9999,NA,0,13,7,3.3,3.3,1025.6,1025.5,1025.6,NA,0,100,NA,NA,-9999,-9999,0.5,"Fog","N",11,6,TRUE
2020-05-26 06:37:00,94866,"Melbourne Airport","IDV60901","26/06:37am","20200526063700",20200525203700,-37.7,144.8,0.1,"Cloudy",30,8,-9999,NA,0,11,6,3.6,3.6,1025.5,1025.4,1025.5,NA,0,100,NA,NA,-9999,-9999,0.1,"Fog","N",11,6,TRUE
2020-05-26 06:30:00,94866,"Melbourne Airport","IDV60901","26/06:30am","20200526063000",20200525203000,-37.7,144.8,0.6,"Cloudy",30,8,-9999,NA,0,11,6,3.7,3.7,1025.3,1025.2,1025.3,NA,0,100,NA,NA,-9999,-9999,0.1,"Fog","N",9,5,FALSE
2020-05-26 06:26:00,94866,"Melbourne Airport","IDV60901","26/06:26am","20200526062600",20200525202600,-37.7,144.8,0.5,"Cloudy",30,8,-9999,NA,0,11,6,3.6,3.6,1025.1,1025,1025.1,NA,0,100,NA,NA,-9999,-9999,0.1,"Fog","N",9,5,TRUE
2020-05-26 06:15:00,94866,"Melbourne Airport","IDV60901","26/06:15am","20200526061500",20200525201500,-37.7,144.8,0.6,"Cloudy",30,8,-9999,NA,0,11,6,3.7,3.7,1025,1024.9,1025,NA,0,100,NA,NA,-9999,-9999,0.1,"Fog","N",9,5,TRUE
2020-05-26 06:08:00,94866,"Melbourne Airport","IDV60901","26/06:08am","20200526060800",20200525200800,-37.7,144.8,0.6,"Cloudy",30,8,-9999,NA,0,11,6,3.7,3.7,1024.9,1024.8,1024.9,NA,0,100,NA,NA,-9999,-9999,0.1,"Fog","N",9,5,TRUE
2020-05-26 06:00:00,94866,"Melbourne Airport","IDV60901","26/06:00am","20200526060000",20200525200000,-37.7,144.8,0.5,"Fog",0,9,-9999,NA,0,11,6,3.6,3.6,1025,1024.9,1025,"S",0,100,NA,NA,-9999,-9999,0,"Fog","N",9,5,FALSE
2020-05-26 05:42:00,94866,"Melbourne Airport","IDV60901","26/05:42am","20200526054200",20200525194200,-37.7,144.8,-0.1,"Cloudy",30,8,-9999,NA,0,13,7,3.4,3.4,1025,1024.9,1025,NA,0,100,NA,NA,-9999,-9999,0.8,"Fog","N",11,6,TRUE
2020-05-26 05:30:00,94866,"Melbourne Airport","IDV60901","26/05:30am","20200526053000",20200525193000,-37.7,144.8,0.5,"Partly cloudy",60,5,-9999,NA,0.1,9,5,3.3,3.1,1025,1024.9,1025,NA,0,99,NA,NA,-9999,-9999,2,"Fog","NNW",7,4,FALSE
2020-05-26 05:26:00,94866,"Melbourne Airport","IDV60901","26/05:26am","20200526052600",20200525192600,-37.7,144.8,0.6,"Partly cloudy",60,5,-9999,NA,0.1,9,5,3.4,3.2,1025,1024.9,1025,NA,0,99,NA,NA,-9999,-9999,3,"Fog","NNW",7,4,TRUE
2020-05-26 05:21:00,94866,"Melbourne Airport","IDV60901","26/05:21am","20200526052100",20200525192100,-37.7,144.8,-0.5,"Partly cloudy",60,4,7,"Stratus",0.2,9,5,2.8,2.3,1024.9,1024.8,1024.9,NA,0,96,NA,NA,-9999,-9999,4,"Fog","NNW",9,5,TRUE
2020-05-26 05:00:00,94866,"Melbourne Airport","IDV60901","26/05:00am","20200526050000",20200525190000,-37.7,144.8,-1.7,"Mostly clear",180,1,7,"Stratus",0,11,6,1.7,1.7,1024.7,1024.6,1024.7,NA,0,100,NA,NA,-9999,-9999,4,NA,"W",9,5,FALSE
2020-05-26 04:30:00,94866,"Melbourne Airport","IDV60901","26/04:30am","20200526043000",20200525183000,-37.7,144.8,-0.9,"Mostly clear",180,1,7,"Stratus",0,13,7,2.7,2.7,1024.2,1024.1,1024.2,NA,0,100,NA,NA,-9999,-9999,4,"Fog","N",11,6,FALSE
2020-05-26 04:19:00,94866,"Melbourne Airport","IDV60901","26/04:19am","20200526041900",20200525181900,-37.7,144.8,-0.2,"Mostly clear",180,2,7,"Stratus",0,9,5,2.7,2.7,1024.3,1024.2,1024.3,NA,0,100,NA,NA,-9999,-9999,3,"Fog","N",7,4,TRUE
2020-05-26 04:17:00,94866,"Melbourne Airport","IDV60901","26/04:17am","20200526041700",20200525181700,-37.7,144.8,0.2,"Mostly clear",150,2,7,"Stratus",0,9,5,2.9,2.9,1024.3,1024.2,1024.3,NA,0,100,NA,NA,-9999,-9999,2,"Fog","N",6,3,TRUE
2020-05-26 04:16:00,94866,"Melbourne Airport","IDV60901","26/04:16am","20200526041600",20200525181600,-37.7,144.8,0.2,"Mostly clear",60,2,7,"Stratus",0.1,9,5,2.9,2.6,1024.3,1024.2,1024.3,NA,0,98,NA,NA,-9999,-9999,0.8,"Fog","N",6,3,TRUE
2020-05-26 04:00:00,94866,"Melbourne Airport","IDV60901","26/04:00am","20200526040000",20200525180000,-37.7,144.8,1.7,"Mostly clear",60,2,7,"Stratus",0,7,4,3.8,3.8,1024.4,1024.3,1024.4,NA,0,100,NA,NA,-9999,-9999,0.2,NA,"N",4,2,FALSE
2020-05-26 03:30:00,94866,"Melbourne Airport","IDV60901","26/03:30am","20200526033000",20200525173000,-37.7,144.8,0.9,"Cloudy",60,8,-9999,NA,0.1,17,9,4.9,4.7,1024.4,1024.3,1024.4,NA,0,99,NA,NA,-9999,-9999,0.1,"Fog","NNE",15,8,FALSE
2020-05-26 03:25:00,94866,"Melbourne Airport","IDV60901","26/03:25am","20200526032500",20200525172500,-37.7,144.8,0.8,"Cloudy",60,8,-9999,NA,0,17,9,4.8,4.8,1024.5,1024.4,1024.5,NA,0,100,NA,NA,-9999,-9999,0.1,"Fog","NNE",15,8,TRUE
2020-05-26 03:00:00,94866,"Melbourne Airport","IDV60901","26/03:00am","20200526030000",20200525170000,-37.7,144.8,2.1,"Fog",50,9,-9999,NA,0,19,10,5.9,5.9,1024.8,1024.7,1024.8,"F",0,100,NA,NA,-9999,-9999,0,"Fog","N",15,8,FALSE
2020-05-26 02:30:00,94866,"Melbourne Airport","IDV60901","26/02:30am","20200526023000",20200525163000,-37.7,144.8,3.8,"Cloudy",60,8,-9999,NA,0,13,7,6.7,6.7,1024.8,1024.7,1024.8,NA,0,100,NA,NA,-9999,-9999,0.1,"Fog","N",11,6,FALSE
2020-05-26 02:00:00,94866,"Melbourne Airport","IDV60901","26/02:00am","20200526020000",20200525160000,-37.7,144.8,2.4,"Cloudy",60,8,-9999,NA,0,17,9,6.1,6.1,1024.9,1024.8,1024.9,NA,0,100,NA,NA,-9999,-9999,0.1,NA,"N",15,8,FALSE
2020-05-26 01:39:00,94866,"Melbourne Airport","IDV60901","26/01:39am","20200526013900",20200525153900,-37.7,144.8,3.3,"Cloudy",60,8,-9999,NA,0.1,13,7,6,5.8,1025.1,1025,1025.1,NA,0,99,NA,NA,-9999,-9999,0.1,"Fog","N",9,5,TRUE
2020-05-26 01:35:00,94866,"Melbourne Airport","IDV60901","26/01:35am","20200526013500",20200525153500,-37.7,144.8,2.8,"Cloudy",30,8,-9999,NA,0.1,13,7,5.9,5.7,1025.1,1025,1025.1,NA,0,99,NA,NA,-9999,-9999,0.1,"Fog","N",11,6,TRUE
2020-05-26 01:30:00,94866,"Melbourne Airport","IDV60901","26/01:30am","20200526013000",20200525153000,-37.7,144.8,2.5,"Cloudy",60,8,-9999,NA,0.1,13,7,5.6,5.4,1025.1,1025,1025.1,NA,0,99,NA,NA,-9999,-9999,0.2,"Fog","N",11,6,FALSE
2020-05-26 01:29:00,94866,"Melbourne Airport","IDV60901","26/01:29am","20200526012900",20200525152900,-37.7,144.8,-9999,NA,-9999,-9999,-9999,NA,0.1,-9999,-9999,5.6,5.4,1025.2,1025.1,1025.2,NA,NA,99,NA,NA,-9999,-9999,0.8,"Fog",NA,-9999,-9999,TRUE
2020-05-26 01:23:00,94866,"Melbourne Airport","IDV60901","26/01:23am","20200526012300",20200525152300,-37.7,144.8,3.1,"Cloudy",60,8,-9999,NA,0.1,13,7,5.8,5.6,1025.3,1025.2,1025.3,NA,0,99,NA,NA,-9999,-9999,2,"Mist","N",9,5,TRUE
2020-05-26 01:17:00,94866,"Melbourne Airport","IDV60901","26/01:17am","20200526011700",20200525151700,-37.7,144.8,2.7,"Partly cloudy",60,5,-9999,NA,0.1,13,7,5.5,5.3,1025.4,1025.3,1025.4,NA,0,99,NA,NA,-9999,-9999,3,"Mist","N",9,5,TRUE
2020-05-26 01:12:00,94866,"Melbourne Airport","IDV60901","26/01:12am","20200526011200",20200525151200,-37.7,144.8,2.9,"Partly cloudy",60,5,-9999,NA,0.2,13,7,5.7,5.2,1025.4,1025.3,1025.4,NA,0,97,NA,NA,-9999,-9999,5,"Mist","N",9,5,TRUE
2020-05-26 01:10:00,94866,"Melbourne Airport","IDV60901","26/01:10am","20200526011000",20200525151000,-37.7,144.8,2.7,"Partly cloudy",60,5,-9999,NA,0,13,7,5.4,5.4,1025.4,1025.3,1025.4,NA,0,100,NA,NA,-9999,-9999,7,NA,"N",9,5,TRUE
2020-05-26 01:00:00,94866,"Melbourne Airport","IDV60901","26/01:00am","20200526010000",20200525150000,-37.7,144.8,1.1,"Partly cloudy",90,4,7,"Stratus",0.1,15,8,4.1,3.9,1025.4,1025.3,1025.4,NA,0,99,NA,NA,-9999,-9999,10,NA,"N",9,5,FALSE
2020-05-26 00:30:00,94866,"Melbourne Airport","IDV60901","26/12:30am","20200526003000",20200525143000,-37.7,144.8,2,NA,-9999,-9999,-9999,NA,0.3,11,6,5,4.3,1025.4,1025.3,1025.4,NA,0,95,NA,NA,-9999,-9999,10,NA,"N",9,5,FALSE
2020-05-26 00:00:00,94866,"Melbourne Airport","IDV60901","26/12:00am","20200526000000",20200525140000,-37.7,144.8,2.2,"Clear",2500,0,-9999,NA,0.3,7,4,4.8,4.1,1025.6,1025.5,1025.6,"R",0,95,NA,NA,-9999,-9999,35,"Fine","N",7,4,FALSE
2020-05-25 23:30:00,94866,"Melbourne Airport","IDV60901","25/11:30pm","20200525233000",20200525133000,-37.7,144.8,3.1,NA,-9999,-9999,-9999,NA,0.1,13,7,5.8,5.6,1025.7,1025.6,1025.7,NA,0,99,NA,NA,-9999,-9999,10,NA,"NW",9,5,FALSE
2020-05-25 23:00:00,94866,"Melbourne Airport","IDV60901","25/11:00pm","20200525230000",20200525130000,-37.7,144.8,3,NA,-9999,-9999,-9999,NA,0.4,9,5,5.5,4.6,1025.7,1025.6,1025.7,NA,0,94,NA,NA,-9999,-9999,10,NA,"NNW",7,4,FALSE
2020-05-25 22:30:00,94866,"Melbourne Airport","IDV60901","25/10:30pm","20200525223000",20200525123000,-37.7,144.8,3.3,NA,-9999,-9999,-9999,NA,0.2,11,6,5.7,5.2,1025.8,1025.7,1025.8,NA,0,97,NA,NA,-9999,-9999,10,NA,"NNW",7,4,FALSE
2020-05-25 22:00:00,94866,"Melbourne Airport","IDV60901","25/10:00pm","20200525220000",20200525120000,-37.7,144.8,3.2,NA,-9999,-9999,-9999,NA,0.3,11,6,6,5.3,1025.7,1025.6,1025.7,NA,0,95,NA,NA,-9999,-9999,10,NA,"N",9,5,FALSE
